Topic,Indicator Name,Long definition
Secondary,"Total net enrolment rate, lower secondary, female (%)","Total number of female students of the official age group for lower secondary education who are enrolled in any level of education, expressed as a percentage of the corresponding female population. Divide the total number of female students in the official school age range for lower secondary education who are enrolled in any level of education by the female population of the same age group and multiply the result by 100. The difference between the total NER and the adjusted NER provides a measure of the proportion of children in the official relevant school age group who are enrolled in levels of education below the one intended for their age. The difference between the total NER and the adjusted NER for lower secondary education is due to enrolment in pre-primary or primary education. The total NER should be based on total enrolment of the official relevant school age group in any level of education for all types of schools and education institutions, including public, private and all other institutions that provide organized educational programmes."
Secondary,"Total net enrolment rate, lower secondary, gender parity index (GPI)","Ratio of female total net enrolment rate for lower secondary to the male total net enrolment rate for lower secondary. It is calculated by dividing the female value for the indicator by the male value for the indicator. A GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females."
Secondary,"Total net enrolment rate, lower secondary, male (%)","Total number of male students of the official age group for lower secondary education who are enrolled in any level of education, expressed as a percentage of the corresponding male population. Divide the total number of male students in the official school age range for lower secondary education who are enrolled in any level of education by the male population of the same age group and multiply the result by 100. The difference between the total NER and the adjusted NER provides a measure of the proportion of children in the official relevant school age group who are enrolled in levels of education below the one intended for their age. The difference between the total NER and the adjusted NER for lower secondary education is due to enrolment in pre-primary or primary education. The total NER should be based on total enrolment of the official relevant school age group in any level of education for all types of schools and education institutions, including public, private and all other institutions that provide organized educational programmes."
Tertiary,"Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (number)",Students who have crossed a national or territorial border for the purpose of education and are now enrolled outside their country of origin.
Secondary,"Out-of-school adolescents of lower secondary school age, both sexes (number)",Total number of lower secondary school age adolescents who are not enrolled in lower secondary education.
Secondary,"Out-of-school adolescents of lower secondary school age, female (number)",Total number of female lower secondary school age adolescents who are not enrolled in lower secondary education.
Secondary,"Out-of-school adolescents of lower secondary school age, male (number)",Total number of male lower secondary school age adolescents who are not enrolled in lower secondary education.
Secondary,"Out-of-school youth of upper secondary school age, both sexes (number)",Total number of upper secondary school age youth who are not enrolled in upper secondary education.
Secondary,"Out-of-school youth of upper secondary school age, female (number)",Total number of upper secondary school age female youth who are not enrolled in upper secondary education.
Secondary,"Out-of-school youth of upper secondary school age, male (number)",Total number of upper secondary school age male youth who are not enrolled in upper secondary education.
Tertiary,"Outbound mobility ratio, all regions, both sexes (%)",Number of students from a given country studying abroad as a percentage of the total tertiary enrolment in that country.
Secondary,Percentage of enrolment in lower secondary education in private institutions (%),"Total number of students in lower secondary education enrolled in institutions that are not operated by a public authority but controlled and managed, whether for profit or not, by a private body (e.g., non-governmental organisation, religious body, special interest group, foundation or business enterprise), expressed as a percentage of total number of students enrolled in lower secondary education."
Secondary,Percentage of enrolment in upper secondary education in private institutions (%),"Total number of students in upper secondary education enrolled in institutions that are not operated by a public authority but controlled and managed, whether for profit or not, by a private body (e.g., non-governmental organisation, religious body, special interest group, foundation or business enterprise), expressed as a percentage of total number of students enrolled in upper secondary education."
Post-Secondary/Non-Tertiary,Percentage of enrolment in post-secondary non-tertiary education in private institutions (%),"Total number of students in post-secondary non-tertiary education enrolled in institutions that are not operated by a public authority but controlled and managed, whether for profit or not, by a private body (e.g., non-governmental organisation, religious body, special interest group, foundation or business enterprise), expressed as a percentage of total number of students enrolled in post-secondary non-tertiary education."
Teachers,Pupil/qualified teacher ratio in pre-primary education (headcount basis),"Average number of pupils per qualified teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of qualified teachers at the same level. A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/trained teacher ratio in pre-primary education (headcount basis),"Average number of pupils per trained teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of trained teachers at the same level. A trained teacher is defined as a teacher who has fulfilled at least the minimum organized teacher-training requirements (pre-service or in-service) to teach a specific level of education according to the relevant national policy or law. These requirements usually include pedagogical knowledge (broad principles and strategies of classroom management and organization that transcend the subject matter being taught - typically approaches, methods and techniques of teaching), and professional knowledge (knowledge of statutory instruments and other legal frameworks that govern the teaching profession). Some programmes may also cover content knowledge (knowledge of the curriculum and the subject matter to be taught and the use of relevant materials). In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/qualified teacher ratio in primary education (headcount basis),"Average number of pupils per qualified teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of qualified teachers at the same level. A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/trained teacher ratio in primary education (headcount basis),"Average number of pupils per trained teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of trained teachers at the same level. A trained teacher is defined as a teacher who has fulfilled at least the minimum organized teacher-training requirements (pre-service or in-service) to teach a specific level of education according to the relevant national policy or law. These requirements usually include pedagogical knowledge (broad principles and strategies of classroom management and organization that transcend the subject matter being taught - typically approaches, methods and techniques of teaching), and professional knowledge (knowledge of statutory instruments and other legal frameworks that govern the teaching profession). Some programmes may also cover content knowledge (knowledge of the curriculum and the subject matter to be taught and the use of relevant materials). In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil-teacher ratio in lower secondary education (headcount basis),"Average number of pupils per teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of teachers at the same level. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/qualified teacher ratio in lower secondary (headcount basis),"Average number of pupils per qualified teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of qualified teachers at the same level. A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/trained teacher ratio in lower secondary education (headcount basis),"Average number of pupils per trained teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of trained teachers at the same level. A trained teacher is defined as a teacher who has fulfilled at least the minimum organized teacher-training requirements (pre-service or in-service) to teach a specific level of education according to the relevant national policy or law. These requirements usually include pedagogical knowledge (broad principles and strategies of classroom management and organization that transcend the subject matter being taught - typically approaches, methods and techniques of teaching), and professional knowledge (knowledge of statutory instruments and other legal frameworks that govern the teaching profession). Some programmes may also cover content knowledge (knowledge of the curriculum and the subject matter to be taught and the use of relevant materials). In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/qualified teacher ratio in secondary (headcount basis),"Average number of pupils per qualified teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of qualified teachers at the same level. A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/trained teacher ratio in secondary education (headcount basis),"Average number of pupils per trained teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of trained teachers at the same level. A trained teacher is defined as a teacher who has fulfilled at least the minimum organized teacher-training requirements (pre-service or in-service) to teach a specific level of education according to the relevant national policy or law. These requirements usually include pedagogical knowledge (broad principles and strategies of classroom management and organization that transcend the subject matter being taught - typically approaches, methods and techniques of teaching), and professional knowledge (knowledge of statutory instruments and other legal frameworks that govern the teaching profession). Some programmes may also cover content knowledge (knowledge of the curriculum and the subject matter to be taught and the use of relevant materials). In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil-teacher ratio in upper secondary education (headcount basis),"Average number of pupils per teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of teachers at the same level. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/qualified teacher ratio in upper secondary (headcount basis),"Average number of pupils per qualified teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of qualified teachers at the same level. A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil/trained teacher ratio in upper secondary education (headcount basis),"Average number of pupils per trained teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of trained teachers at the same level. A trained teacher is defined as a teacher who has fulfilled at least the minimum organized teacher-training requirements (pre-service or in-service) to teach a specific level of education according to the relevant national policy or law. These requirements usually include pedagogical knowledge (broad principles and strategies of classroom management and organization that transcend the subject matter being taught - typically approaches, methods and techniques of teaching), and professional knowledge (knowledge of statutory instruments and other legal frameworks that govern the teaching profession). Some programmes may also cover content knowledge (knowledge of the curriculum and the subject matter to be taught and the use of relevant materials). In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,Pupil-teacher ratio in tertiary education (headcount basis),"Average number of pupils per teacher at a given level of education, based on headcounts of both pupils and teachers. Divide the total number of pupils enrolled at the specified level of education by the number of teachers at the same level. In computing and interpreting this indicator, one should take into account the existence of part-time teaching, school-shifts, multi-grade classes and other practices that may affect the precision and meaningfulness of pupil-teacher ratios. When feasible, the number of part-time teachers is converted to ‘full-time equivalent’ teachers; a double-shift teacher is counted twice, etc. Teachers are defined as persons whose professional activity involves the transmitting of knowledge, attitudes and skills that are stipulated in a formal curriculum programme to students enrolled in a formal educational institution."
Teachers,"Percentage of teachers in pre-primary education who are qualified, both sexes (%)","Number of teachers in a given level of education who are qualified is expressed as a percentage of all teachers in that level of education.  A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. The percentage of qualified teachers should not exceed 100%. When feasible, the number of part-time teachers should be converted to ‘full-time equivalent’ numbers of teachers; a double-shift teacher should be counted twice, etc. Ideally, all staff involved in direct classroom-teaching roles should be included in the calculations. High values indicate that students are being taught by teachers who are academically well qualified in the subjects they teach."
Teachers,"Percentage of teachers in primary education who are qualified, both sexes (%)","Number of teachers in a given level of education who are qualified is expressed as a percentage of all teachers in that level of education.  A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. The percentage of qualified teachers should not exceed 100%. When feasible, the number of part-time teachers should be converted to ‘full-time equivalent’ numbers of teachers; a double-shift teacher should be counted twice, etc. Ideally, all staff involved in direct classroom-teaching roles should be included in the calculations. High values indicate that students are being taught by teachers who are academically well qualified in the subjects they teach."
Teachers,"Percentage of teachers in lower secondary education who are qualified, both sexes (%)","Number of teachers in a given level of education who are qualified is expressed as a percentage of all teachers in that level of education.  A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. The percentage of qualified teachers should not exceed 100%. When feasible, the number of part-time teachers should be converted to ‘full-time equivalent’ numbers of teachers; a double-shift teacher should be counted twice, etc. Ideally, all staff involved in direct classroom-teaching roles should be included in the calculations. High values indicate that students are being taught by teachers who are academically well qualified in the subjects they teach."
Teachers,"Percentage of teachers in secondary education who are qualified, both sexes (%)","Number of teachers in a given level of education who are qualified is expressed as a percentage of all teachers in that level of education.  A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. The percentage of qualified teachers should not exceed 100%. When feasible, the number of part-time teachers should be converted to ‘full-time equivalent’ numbers of teachers; a double-shift teacher should be counted twice, etc. Ideally, all staff involved in direct classroom-teaching roles should be included in the calculations. High values indicate that students are being taught by teachers who are academically well qualified in the subjects they teach."
Teachers,"Percentage of teachers in upper secondary education who are qualified, both sexes (%)","Number of teachers in a given level of education who are qualified is expressed as a percentage of all teachers in that level of education.  A qualified teacher is one who has the minimum academic qualifications necessary to teach at a specific level of education in a given country. This is usually related to the subject(s) they teach. The percentage of qualified teachers should not exceed 100%. When feasible, the number of part-time teachers should be converted to ‘full-time equivalent’ numbers of teachers; a double-shift teacher should be counted twice, etc. Ideally, all staff involved in direct classroom-teaching roles should be included in the calculations. High values indicate that students are being taught by teachers who are academically well qualified in the subjects they teach."
Secondary,"Repeaters in lower secondary general education, all grades, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in lower secondary general education, all grades, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 1 of lower secondary general education, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 1 of lower secondary general education, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 2 of lower secondary general education, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 2 of lower secondary general education, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 3 of lower secondary general education, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 3 of lower secondary general education, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 4 of lower secondary general education, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 4 of lower secondary general education, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 5 of lower secondary general education, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 5 of lower secondary general education, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 6 of lower secondary general education, both sexes (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Repeaters in Grade 6 of lower secondary general education, female (number)",Number of pupils in the specified grade who are enrolled in the same grade for a second (or further) year.
Secondary,"Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in lower secondary general education, all grades, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 1 of lower secondary general education, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 1 of lower secondary general education, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 1 of lower secondary general education, male (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 2 of lower secondary general education, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 2 of lower secondary general education, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 4 of lower secondary general education, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 4 of lower secondary general education, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 4 of lower secondary general education, male (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 5 of lower secondary general education, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 5 of lower secondary general education, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 5 of lower secondary general education, male (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 6 of lower secondary general education, both sexes (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 6 of lower secondary general education, female (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
Secondary,"Percentage of repeaters in Grade 6 of lower secondary general education, male (%)","Total number of pupils in the specified grade who are enrolled in the same grade as in a previous year, expressed as a percentage of the total enrollment in the specified grade. It is calculated by dividing the number of pupils repeating a given grade in a given school year by the number of pupils enrolled in the same grade in the same school year and multiplying by 100. The definition of repeaters should be unambiguously applied to include even pupils repeating more than once in the same grade and those who repeat the same grade while transferring from one school to another. Students who were not studying in the same grade in the previous year should be excluded."
